tbdgd,ksmcbl,thzszbl,tryjzhl,shqk,class
0.065306122,0.919191919,0.044897959,0.462962963,0.038306452,class1
0.065306122,0.919191919,0.044897959,0.462962963,0.038306452,class1
0.065306122,0.919191919,0.044897959,0.462962963,0.038306452,class1
0.055102041,0.96969697,0.066326531,0.496296296,0.038306452,class1
0.07244898,0.808080808,0.057142857,0.503703704,0.038306452,class1
0.07244898,0.757575758,0.035714286,0.514814815,0.038306452,class1
0.07244898,0.757575758,0.035714286,0.514814815,0.038306452,class1
0.07244898,0.757575758,0.035714286,0.514814815,0.038306452,class1
0.07244898,1,0.035714286,0.514814815,0.038306452,class1
0.040816327,0.868686869,0.06122449,0.537037037,0.038306452,class1
0.081632653,0.777777778,0.051020408,0.548148148,0.038306452,class1
0.081632653,0.838383838,0.051020408,0.548148148,0.038306452,class1
0.081632653,0.838383838,0.051020408,0.548148148,0.038306452,class1
0.081632653,0.838383838,0.051020408,0.548148148,0.038306452,class1
0.064285714,0.797979798,0.070408163,0.555555556,0.038306452,class1
0.082653061,0.797979798,0.070408163,0.555555556,0.038306452,class1
0.082653061,0.797979798,0.070408163,0.555555556,0.038306452,class1
0.078571429,0.747474747,0.055102041,0.559259259,0.038306452,class1
0.074489796,0.898989899,0.015306122,0.566666667,0.038306452,class1
0.081632653,0.808080808,0.028571429,0.566666667,0.038306452,class1
0.081632653,0.97979798,0.051020408,0.596296296,0.038306452,class1
0.065306122,0.919191919,0.044897959,0.625925926,0.038306452,class1
0.082653061,0.797979798,0.070408163,0.659259259,0.038306452,class1
0.02755102,0.919191919,0.087755102,0.67037037,0.038306452,class1
0.02755102,0.919191919,0.087755102,0.67037037,0.038306452,class1
0.02755102,0.919191919,0.087755102,0.67037037,0.038306452,class1
0.070408163,0.777777778,0.076530612,0.677777778,0.038306452,class1
0.082653061,0.878787879,0.002040816,0.7,0.038306452,class1
0.082653061,0.878787879,0.002040816,0.7,0.038306452,class1
0.065306122,0.808080808,0.091836735,0.711111111,0.038306452,class1
0.057142857,0.97979798,0.055102041,0.951851852,0.038306452,class1
0.219387755,0.676767677,0.224489796,0.303703704,0.039314516,class1
0.193877551,0.636363636,0.132653061,0.311111111,0.039314516,class1
0.117346939,0.666666667,0.224489796,0.337037037,0.039314516,class1
0.225510204,0.555555556,0.173469388,0.348148148,0.039314516,class1
0.055102041,0.808080808,0.046938776,0.377777778,0.039314516,class1
0.070408163,0.909090909,0.036734694,0.459259259,0.039314516,class1
0.070408163,0.757575758,0.067346939,0.474074074,0.039314516,class1
0.06122449,0.949494949,0.020408163,0.477777778,0.039314516,class1
